Country,Restaurant Name,Sentiment,Review Title,Review Date,Review,Review Length,cleaned_review,cleaned_review_tokens,Sentimento
France,The Frog at Bercy Village,Negative,A boring four and a half hours that could have been superb,Oct 2011 •,"We arrived at 08.15 with table booked for 08.30. No problem, made to feel very welcome. Problems started after first course.... I do not think the kitchen was able to cope with the meal orders..... seriously it took them four and a half hours to serve us our meal. The waitresses kept on apologising saying 'would not be long', 'working on yours now', 'yours is next to be cooked', etc.......
I think this is about the only restaurant I have left without leaving a tip.
It could have been superb if the kitchen timing was sorted, but the speed of non service spolit everything.",577,arrived 0815 table booked 0830 problem made feel welcome problems started first course think kitchen able cope meal orders seriously took four half hours serve us meal waitresses kept apologising saying would long working next cooked etci think restaurant left without leaving tipit could superb kitchen timing sorted speed non service spolit everything,"['arrived', '0815', 'table', 'booked', '0830', 'problem', 'made', 'feel', 'welcome', 'problems', 'started', 'first', 'course', 'think', 'kitchen', 'able', 'cope', 'meal', 'orders', 'seriously', 'took', 'four', 'half', 'hours', 'serve', 'us', 'meal', 'waitresses', 'kept', 'apologising', 'saying', 'would', 'long', 'working', 'next', 'cooked', 'etci', 'think', 'restaurant', 'left', 'without', 'leaving', 'tipit', 'could', 'superb', 'kitchen', 'timing', 'sorted', 'speed', 'non', 'service', 'spolit', 'everything']",Negativo
France,The Frog at Bercy Village,Negative,How can this be the no. 1 restaurant in Rome ???,Oct 2011 •,"There wasn't one Italian person in this place. Only tourist, who like ourselves, read the reviews on tripadvisor and decided to venture there.
While the service was kind (but as the crowd, not local), the food was over trying and disappointing. Nothing close to the traditionally simple and qualitative cuisine you expect in Italy. 
DON'T GO THERE !!!",351,wasnt one italian person place tourist like read reviews tripadvisor decided venture therewhile service kind crowd local food trying disappointing nothing close traditionally simple qualitative cuisine expect italy dont go,"['wasnt', 'one', 'italian', 'person', 'place', 'tourist', 'like', 'read', 'reviews', 'tripadvisor', 'decided', 'venture', 'therewhile', 'service', 'kind', 'crowd', 'local', 'food', 'trying', 'disappointing', 'nothing', 'close', 'traditionally', 'simple', 'qualitative', 'cuisine', 'expect', 'italy', 'dont', 'go']",Neutro
France,The Frog at Bercy Village,Negative,lost the touch,Oct 2011 •,"We went there for all the good critics here in tripadvisor, but sadly service was terrible and ambience was boring and 1 hour to serve the appetaizer and one more for the entre. food was ok and the waitress try to be nice but not enough. wouldn´t repit.",253,went good critics tripadvisor sadly service terrible ambience boring 1 hour serve appetaizer one entre food ok waitress try nice enough wouldnt repit,"['went', 'good', 'critics', 'tripadvisor', 'sadly', 'service', 'terrible', 'ambience', 'boring', '1', 'hour', 'serve', 'appetaizer', 'one', 'entre', 'food', 'ok', 'waitress', 'try', 'nice', 'enough', 'wouldnt', 'repit']",Negativo
France,The Frog at Bercy Village,Negative,TERRIBLE ATTITUDE!!!!DONT GO!!!!,Feb 2022 •,Terrible attitude as soon as walked in!!! Who do they think they are???,71,terrible attitude soon walked think,"['terrible', 'attitude', 'soon', 'walked', 'think']",Muito Negativo
France,The Frog at Bercy Village,Negative,This place lacks human decency,Sept 2011 •,"My husband and I are in Rome for our honeymoon and read up on Ad Hoc thinking it would be a nice treat. I made the reservations online and was accepted instantly. We showed up last night at 8pm all dressed up for our reservation when the woman kept going to the back of the restaurant looking it up again while seating other people. The restaurant at this point was empty and stayed that way at least to 8:15pm. It turns out in human error on my part after visiting 3 cities in 10 days I made the reservation for tonight at 8pm instead of last night. They refused to seat us! I ask nicely telling them we are on our honeymoon and all they said was 'so sorry' and escorted us to the door as if we were trying to break in. There was no manager (that I was aware of in sight) as I can't imagine they'd let this behavoir take place. I would also like to add that it was about 85 degrees last night and this place has NO AIR CONDITIONING. A part of us were relieved to not have to eat in that smoltering heat.
After eating a very lovely meal up the street (there are tons of great places to choose from). My husband wanted to walk by Ad Hoc to see if they were 'completely booked'. Although they were more crowded they definitely could have accommodated us. We're from NYC and I honestly could never see this happening there regardless of who made the error. I'm sure this review won't affect anyones desire to try this place, but hopefully it will affect the way their staff treats people.",1485,husband rome honeymoon read ad hoc thinking would nice treat made reservations online accepted instantly showed last night 8pm dressed reservation woman kept going back restaurant looking seating people restaurant point empty stayed way least 815pm turns human error part visiting 3 cities 10 days made reservation tonight 8pm instead last night refused seat us ask nicely telling honeymoon said sorry escorted us door trying break manager aware sight cant imagine theyd let behavoir take place would also like add 85 degrees last night place air conditioning part us relieved eat smoltering heatafter eating lovely meal street tons great places choose husband wanted walk ad hoc see completely booked although crowded definitely could accommodated us nyc honestly could never see happening regardless made error im sure review wont affect anyones desire try place hopefully affect way staff treats people,"['husband', 'rome', 'honeymoon', 'read', 'ad', 'hoc', 'thinking', 'would', 'nice', 'treat', 'made', 'reservations', 'online', 'accepted', 'instantly', 'showed', 'last', 'night', '8pm', 'dressed', 'reservation', 'woman', 'kept', 'going', 'back', 'restaurant', 'looking', 'seating', 'people', 'restaurant', 'point', 'empty', 'stayed', 'way', 'least', '815pm', 'turns', 'human', 'error', 'part', 'visiting', '3', 'cities', '10', 'days', 'made', 'reservation', 'tonight', '8pm', 'instead', 'last', 'night', 'refused', 'seat', 'us', 'ask', 'nicely', 'telling', 'honeymoon', 'said', 'sorry', 'escorted', 'us', 'door', 'trying', 'break', 'manager', 'aware', 'sight', 'cant', 'imagine', 'theyd', 'let', 'behavoir', 'take', 'place', 'would', 'also', 'like', 'add', '85', 'degrees', 'last', 'night', 'place', 'air', 'conditioning', 'part', 'us', 'relieved', 'eat', 'smoltering', 'heatafter', 'eating', 'lovely', 'meal', 'street', 'tons', 'great', 'places', 'choose', 'husband', 'wanted', 'walk', 'ad', 'hoc', 'see', 'completely', 'booked', 'although', 'crowded', 'definitely', 'could', 'accommodated', 'us', 'nyc', 'honestly', 'could', 'never', 'see', 'happening', 'regardless', 'made', 'error', 'im', 'sure', 'review', 'wont', 'affect', 'anyones', 'desire', 'try', 'place', 'hopefully', 'affect', 'way', 'staff', 'treats', 'people']",Neutro
France,The Frog at Bercy Village,Negative,Stay clear of this place!,Feb 2022 •,"After a 10 day vacation in Italy we wanted to have a really special meal for the last evening (allthough I must admit our holiday was full of special meals...). Having passed the restaurant earlier in the afternoon my husband really liked the interior, and I liked that they had lobster w honeyglazed lemon on the menue, so we decided to eat there if they had a free table for us. Returning later in the evening we were greeted by a very friendly waitress and yes, they had room for us. Plenty of empty tables that evening actually (Sunday Nov. 7). Since we had been really overeating the whole trip, and I hadn´t read any reviews on this restaurant, we decided to just go for the ""secondi piatti"" and skip the antipasti. Well, good for us that we did. We did get the complementary sparkling white whine, and then went for the lobster on my part, and four try-out meat-courses for hubby.  I agree with others, the servings were really small, and our consolation in that respect was that we were in need of dieting anyway. Plates were cold, sucking the warmth out of the food. My lobster was pieces of lobster served on a square of cold, dry rice. Lobster was ok, as the strings of honey-glazed lemons. As a side order we had green asparagus with parmeggiano cheese; the asparagus wasn´t quite done so hard to chew, and the parmeggiano? Well, I am no expert, but it tasted like generic if there is such a thing when it comes to parmeggiano. Dry and tasteless! My husband's glass of wine was more like one fourth glass, and measured digitally, mind you! We wew served a basket of bread with the food without asking for it, and really didn´t touch it, but lo and behold: they charged us for the bread!!! Not even in the cheapest joint! But here, oh yes, and 3 € it was! By the time we were actually finished and served the bill by the ever-sweet waitress and noticed this we could only laugh! Thank God for speaking an unusual language (Swedish) and being able to laugh and comment on this experience at the spot.  The whole time a v ery unpleasant unsmiling man (the owner?) kept lurching in and out from the back of the restaurant. At one point one of teh waitresses seemed to try to cheer him up a bit by wrapping herself intimately around him in the back room behind our table (my seating position made it impossible for me not to notice), but to no avail. He remained very serous end stern. Everytime one of the waitresses received money from a guest he popped out to take it and check the bill, so strange, and it semed our waitress was a bit uncomfortable with this. If so eager, why didn´t he do the charging himself? All in all, a total flop for the prices they charge. There are so many other good restaurants in Rome, so do avoid this one !",2748,10 day vacation italy wanted really special meal last evening allthough must admit holiday full special meals passed restaurant earlier afternoon husband really liked interior liked lobster w honeyglazed lemon menue decided eat free table us returning later evening greeted friendly waitress yes room us plenty empty tables evening actually sunday nov 7 since really overeating whole trip hadnt read reviews restaurant decided go secondi piatti skip antipasti well good us get complementary sparkling white whine went lobster part four tryout meatcourses hubby agree others servings really small consolation respect need dieting anyway plates cold sucking warmth food lobster pieces lobster served square cold dry rice lobster ok strings honeyglazed lemons side order green asparagus parmeggiano cheese asparagus wasnt quite done hard chew parmeggiano well expert tasted like generic thing comes parmeggiano dry tasteless husbands glass wine like one fourth glass measured digitally mind wew served basket bread food without asking really didnt touch lo behold charged us bread even cheapest joint oh yes 3 time actually finished served bill eversweet waitress noticed could laugh thank god speaking unusual language swedish able laugh comment experience spot whole time v ery unpleasant unsmiling man owner kept lurching back restaurant one point one teh waitresses seemed try cheer bit wrapping intimately around back room behind table seating position made impossible notice avail remained serous end stern everytime one waitresses received money guest popped take check bill strange semed waitress bit uncomfortable eager didnt charging total flop prices charge many good restaurants rome avoid one,"['10', 'day', 'vacation', 'italy', 'wanted', 'really', 'special', 'meal', 'last', 'evening', 'allthough', 'must', 'admit', 'holiday', 'full', 'special', 'meals', 'passed', 'restaurant', 'earlier', 'afternoon', 'husband', 'really', 'liked', 'interior', 'liked', 'lobster', 'w', 'honeyglazed', 'lemon', 'menue', 'decided', 'eat', 'free', 'table', 'us', 'returning', 'later', 'evening', 'greeted', 'friendly', 'waitress', 'yes', 'room', 'us', 'plenty', 'empty', 'tables', 'evening', 'actually', 'sunday', 'nov', '7', 'since', 'really', 'overeating', 'whole', 'trip', 'hadnt', 'read', 'reviews', 'restaurant', 'decided', 'go', 'secondi', 'piatti', 'skip', 'antipasti', 'well', 'good', 'us', 'get', 'complementary', 'sparkling', 'white', 'whine', 'went', 'lobster', 'part', 'four', 'tryout', 'meatcourses', 'hubby', 'agree', 'others', 'servings', 'really', 'small', 'consolation', 'respect', 'need', 'dieting', 'anyway', 'plates', 'cold', 'sucking', 'warmth', 'food', 'lobster', 'pieces', 'lobster', 'served', 'square', 'cold', 'dry', 'rice', 'lobster', 'ok', 'strings', 'honeyglazed', 'lemons', 'side', 'order', 'green', 'asparagus', 'parmeggiano', 'cheese', 'asparagus', 'wasnt', 'quite', 'done', 'hard', 'chew', 'parmeggiano', 'well', 'expert', 'tasted', 'like', 'generic', 'thing', 'comes', 'parmeggiano', 'dry', 'tasteless', 'husbands', 'glass', 'wine', 'like', 'one', 'fourth', 'glass', 'measured', 'digitally', 'mind', 'wew', 'served', 'basket', 'bread', 'food', 'without', 'asking', 'really', 'didnt', 'touch', 'lo', 'behold', 'charged', 'us', 'bread', 'even', 'cheapest', 'joint', 'oh', 'yes', '3', 'time', 'actually', 'finished', 'served', 'bill', 'eversweet', 'waitress', 'noticed', 'could', 'laugh', 'thank', 'god', 'speaking', 'unusual', 'language', 'swedish', 'able', 'laugh', 'comment', 'experience', 'spot', 'whole', 'time', 'v', 'ery', 'unpleasant', 'unsmiling', 'man', 'owner', 'kept', 'lurching', 'back', 'restaurant', 'one', 'point', 'one', 'teh', 'waitresses', 'seemed', 'try', 'cheer', 'bit', 'wrapping', 'intimately', 'around', 'back', 'room', 'behind', 'table', 'seating', 'position', 'made', 'impossible', 'notice', 'avail', 'remained', 'serous', 'end', 'stern', 'everytime', 'one', 'waitresses', 'received', 'money', 'guest', 'popped', 'take', 'check', 'bill', 'strange', 'semed', 'waitress', 'bit', 'uncomfortable', 'eager', 'didnt', 'charging', 'total', 'flop', 'prices', 'charge', 'many', 'good', 'restaurants', 'rome', 'avoid', 'one']",Positivo
France,The Frog at Bercy Village,Negative,Lots of fancy talk about their food and wines.All talk----no substance.,Feb 2022 •,"Agree with all previous negative reviews.Arrived 6.20PM for6.30 reservation and told to WALK ROUND THE BLOCK FOR 10 TO 15 MINUTES. Had SEA TASTER MENU. All fancy talk but quantities MINUTE.Without being told I would not have known what Iwas 
eating in many cases.Put all courses together and might just fill a plate.BY THE WAY I am in my SEVENTIES and do not eat large courses but these were ridiculous.",403,agree previous negative reviewsarrived 620pm for630 reservation told walk round block 10 15 minutes sea taster menu fancy talk quantities minutewithout told would known iwas eating many casesput courses together might fill plateby way seventies eat large courses ridiculous,"['agree', 'previous', 'negative', 'reviewsarrived', '620pm', 'for630', 'reservation', 'told', 'walk', 'round', 'block', '10', '15', 'minutes', 'sea', 'taster', 'menu', 'fancy', 'talk', 'quantities', 'minutewithout', 'told', 'would', 'known', 'iwas', 'eating', 'many', 'casesput', 'courses', 'together', 'might', 'fill', 'plateby', 'way', 'seventies', 'eat', 'large', 'courses', 'ridiculous']",Muito Negativo
France,The Frog at Bercy Village,Negative,SHAMEFUL,Feb 2022 •,"It was just a SHAME!

We waited for our starters for almost one hour! Just because they told us they were cutting by hand our Salumi, including Serrano Ham. I come from Spain, where, in quarter an hour you can have at least 6 traies of fresh-cut serrano ham!!! and when we told tthe waitress how slow they were she replied as if we where the guilty ones who had chosen that starter and knew how long it took it to prepare it! (on top of that the ham wasn`t even good)
Moreover it took us half an hour to have the bill!!
For God`s sake! I really encourage you not to go there!!!",577,shamewe waited starters almost one hour told us cutting hand salumi including serrano ham come spain quarter hour least 6 traies freshcut serrano ham told tthe waitress slow replied guilty ones chosen starter knew long took prepare top ham wasnt even goodmoreover took us half hour billfor gods sake really encourage go,"['shamewe', 'waited', 'starters', 'almost', 'one', 'hour', 'told', 'us', 'cutting', 'hand', 'salumi', 'including', 'serrano', 'ham', 'come', 'spain', 'quarter', 'hour', 'least', '6', 'traies', 'freshcut', 'serrano', 'ham', 'told', 'tthe', 'waitress', 'slow', 'replied', 'guilty', 'ones', 'chosen', 'starter', 'knew', 'long', 'took', 'prepare', 'top', 'ham', 'wasnt', 'even', 'goodmoreover', 'took', 'us', 'half', 'hour', 'billfor', 'gods', 'sake', 'really', 'encourage', 'go']",Negativo
France,The Frog at Bercy Village,Negative,disappointing - after reading such great reviews,Feb 2022 •,"I was in Rome this weekend and i had booked a table here 2 weeks prior to me arriving.
Their website stated that you would be welcomed with a glass of Prosecco (f.o.c), well we were not.
We were put at a table and left, then the waitress came back and asked if we would like some water. We were then left alone again.
While we were sat waiting for the menu and wine menu, we had an Italian couple come and sit next to us. Within seconds they had 2 glasses of Prosecco and all the menus they could ask for.
When the waitress returned she gave us our menu and said she would be back in 5, (we had been there for 20 mins) to take our order. At this point i decided not to stay and when the waitress returned i said could we pay for the water, and we were leaving.
When she asked why i stated that it was because i felt as if i had been treated like an idiot. Stating that thier website says they offer a free glass of Prosecco as a welcome gift, and we hadnt recieved one (when the couple on the next table did), she said that it was not a problem and offered to get us a glass, but that wasnt the point. I also said that we hadnt been given a menu for a while and i just felt that because i wasnt Italian that i was being treated unfairly ...... ( I happen to have proposed to my girlfriend earlier on in the day and was really looking forward to a lovely meal) which we did have elsewhere.
Sorry to be a bummer but i was gutted..",1428,rome weekend booked table 2 weeks prior arrivingtheir website stated would welcomed glass prosecco foc well notwe put table left waitress came back asked would like water left alone againwhile sat waiting menu wine menu italian couple come sit next us within seconds 2 glasses prosecco menus could ask forwhen waitress returned gave us menu said would back 5 20 mins take order point decided stay waitress returned said could pay water leavingwhen asked stated felt treated like idiot stating thier website says offer free glass prosecco welcome gift hadnt recieved one couple next table said problem offered get us glass wasnt point also said hadnt given menu felt wasnt italian treated unfairly happen proposed girlfriend earlier day really looking forward lovely meal elsewheresorry bummer gutted,"['rome', 'weekend', 'booked', 'table', '2', 'weeks', 'prior', 'arrivingtheir', 'website', 'stated', 'would', 'welcomed', 'glass', 'prosecco', 'foc', 'well', 'notwe', 'put', 'table', 'left', 'waitress', 'came', 'back', 'asked', 'would', 'like', 'water', 'left', 'alone', 'againwhile', 'sat', 'waiting', 'menu', 'wine', 'menu', 'italian', 'couple', 'come', 'sit', 'next', 'us', 'within', 'seconds', '2', 'glasses', 'prosecco', 'menus', 'could', 'ask', 'forwhen', 'waitress', 'returned', 'gave', 'us', 'menu', 'said', 'would', 'back', '5', '20', 'mins', 'take', 'order', 'point', 'decided', 'stay', 'waitress', 'returned', 'said', 'could', 'pay', 'water', 'leavingwhen', 'asked', 'stated', 'felt', 'treated', 'like', 'idiot', 'stating', 'thier', 'website', 'says', 'offer', 'free', 'glass', 'prosecco', 'welcome', 'gift', 'hadnt', 'recieved', 'one', 'couple', 'next', 'table', 'said', 'problem', 'offered', 'get', 'us', 'glass', 'wasnt', 'point', 'also', 'said', 'hadnt', 'given', 'menu', 'felt', 'wasnt', 'italian', 'treated', 'unfairly', 'happen', 'proposed', 'girlfriend', 'earlier', 'day', 'really', 'looking', 'forward', 'lovely', 'meal', 'elsewheresorry', 'bummer', 'gutted']",Negativo
France,The Frog at Bercy Village,Negative,Ad Hoc - yes some of the details of this restaurant are ad hoc,Feb 2022 •,We had a fab break in Rome for my 40th; the meal at Glass Hostaria was a highlight and we hoped for the same the following night at Ad Hoc as we'd read so many good reviews but it failed to reach our expectations. The maitre d'/sommelier seemed knowledgable and efficient but the dishes just did not deliver; I had the sea bass which had been taken off the bone badly so I was fishing out needle bones all through the meal and the nice potatoes they served with it were cold. My husband had a steak which was fine and a side order of fried potatoes which turned out to be frozen chips! We waited 40 minutes for the bill and I don't think for a bill of over £120 frozen anything is acceptable.,692,fab break rome 40th meal glass hostaria highlight hoped following night ad hoc wed read many good reviews failed reach expectations maitre dsommelier seemed knowledgable efficient dishes deliver sea bass taken bone badly fishing needle bones meal nice potatoes served cold husband steak fine side order fried potatoes turned frozen chips waited 40 minutes bill dont think bill 120 frozen anything acceptable,"['fab', 'break', 'rome', '40th', 'meal', 'glass', 'hostaria', 'highlight', 'hoped', 'following', 'night', 'ad', 'hoc', 'wed', 'read', 'many', 'good', 'reviews', 'failed', 'reach', 'expectations', 'maitre', 'dsommelier', 'seemed', 'knowledgable', 'efficient', 'dishes', 'deliver', 'sea', 'bass', 'taken', 'bone', 'badly', 'fishing', 'needle', 'bones', 'meal', 'nice', 'potatoes', 'served', 'cold', 'husband', 'steak', 'fine', 'side', 'order', 'fried', 'potatoes', 'turned', 'frozen', 'chips', 'waited', '40', 'minutes', 'bill', 'dont', 'think', 'bill', '120', 'frozen', 'anything', 'acceptable']",Muito Negativo
France,The Frog at Bercy Village,Negative,How not to be disappointed?,May 2024 •,"It was presented to us as one of the best Roman restaurants.
But had it not been for the setting, with so many beautiful bottles on the walls, and the kindness of the service, there was nothing but disappointment on the plate, whether it was the zucchini flowers with ricotta or the fresh pasta with summer truffles, tasteless and spoiled by the presence of useless grass. We will salute the Ornellaia which allowed us to dine on a more festive note.",450,presented us one best roman restaurantsbut setting many beautiful bottles walls kindness service nothing disappointment plate whether zucchini flowers ricotta fresh pasta summer truffles tasteless spoiled presence useless grass salute ornellaia allowed us dine festive note,"['presented', 'us', 'one', 'best', 'roman', 'restaurantsbut', 'setting', 'many', 'beautiful', 'bottles', 'walls', 'kindness', 'service', 'nothing', 'disappointment', 'plate', 'whether', 'zucchini', 'flowers', 'ricotta', 'fresh', 'pasta', 'summer', 'truffles', 'tasteless', 'spoiled', 'presence', 'useless', 'grass', 'salute', 'ornellaia', 'allowed', 'us', 'dine', 'festive', 'note']",Neutro
France,The Frog at Bercy Village,Positive,Wonderful,Jun 2024 •,"We booked the Frog in advance and pleased we did as it was very busy…
Great bar to visit before the Green Day gig and they were playing all the Green Days song while we were there… Great choice of food and drinks and the staff were very friendly and helpful… Would definitely recommend this bar if you are in the area. Thanks to all at the Frog for an enjoyable visit… By the way Green Day were fab…",399,booked frog advance pleased busygreat bar visit green day gig playing green days song great choice food drinks staff friendly helpful would definitely recommend bar area thanks frog enjoyable visit way green day fab,"['booked', 'frog', 'advance', 'pleased', 'busygreat', 'bar', 'visit', 'green', 'day', 'gig', 'playing', 'green', 'days', 'song', 'great', 'choice', 'food', 'drinks', 'staff', 'friendly', 'helpful', 'would', 'definitely', 'recommend', 'bar', 'area', 'thanks', 'frog', 'enjoyable', 'visit', 'way', 'green', 'day', 'fab']",Positivo
France,The Frog at Bercy Village,Positive,Excellent family dinner.,Jun 2024 •,"Great atmosphere, very popular bar + restaurant + micro-brewery and we had a lovely evening. The beer & food were excellent and there was something for everyone. On top of that, Frog is in a terrific location.",209,great atmosphere popular bar restaurant microbrewery lovely evening beer food excellent something everyone top frog terrific location,"['great', 'atmosphere', 'popular', 'bar', 'restaurant', 'microbrewery', 'lovely', 'evening', 'beer', 'food', 'excellent', 'something', 'everyone', 'top', 'frog', 'terrific', 'location']",Positivo
France,The Frog at Bercy Village,Positive,Nice lemonade,Jun 2024 •,"Nice little place at Bercy Village. Lovely service by Sushant,  great lemonade homemade as well! We will be coming back :)",122,nice little place bercy village lovely service sushant great lemonade homemade well coming back,"['nice', 'little', 'place', 'bercy', 'village', 'lovely', 'service', 'sushant', 'great', 'lemonade', 'homemade', 'well', 'coming', 'back']",Positivo
France,The Frog at Bercy Village,Positive,Good hangout,May 2024 •,Great place to hang out with friends for drinks. I love the Monaco beer here. Special thanks to our waitress Ellen for her excellent service.,141,great place hang friends drinks love monaco beer special thanks waitress ellen excellent service,"['great', 'place', 'hang', 'friends', 'drinks', 'love', 'monaco', 'beer', 'special', 'thanks', 'waitress', 'ellen', 'excellent', 'service']",Positivo
France,The Frog at Bercy Village,Positive,Great fast Service and Delicious food,May 2024 •,"I tried Frog for the first time since my hotel was near by and I must say I was very impressed with the food and service. My server Sushant was warm, friendly, and gave me some cutlural highlights and tips about France.. I really appreciated Sushamt kindness and welcoming me, I plan to visit Frog when I return to France very soon. I was visiting from Germany (2 hours away). The food was great (rib tips) and fast.",416,tried frog first time since hotel near must say impressed food service server sushant warm friendly gave cutlural highlights tips france really appreciated sushamt kindness welcoming plan visit frog return france soon visiting germany 2 hours away food great rib tips fast,"['tried', 'frog', 'first', 'time', 'since', 'hotel', 'near', 'must', 'say', 'impressed', 'food', 'service', 'server', 'sushant', 'warm', 'friendly', 'gave', 'cutlural', 'highlights', 'tips', 'france', 'really', 'appreciated', 'sushamt', 'kindness', 'welcoming', 'plan', 'visit', 'frog', 'return', 'france', 'soon', 'visiting', 'germany', '2', 'hours', 'away', 'food', 'great', 'rib', 'tips', 'fast']",Positivo
France,The Frog at Bercy Village,Positive,Great find in the heart of Bercy Village,May 2024 •,What a neat little micro brewery at Bercy Village! We just strolled through the village and stopped in for a drink at happy hour. It has real old world charm with some great drinks. Obviously some great beer choices and I like the blood orange spritz. Our waitress Ellen was so much fun and thankfully spoke perfect English since my French is awful. 😄 100% recommend.,367,neat little micro brewery bercy village strolled village stopped drink happy hour real old world charm great drinks obviously great beer choices like blood orange spritz waitress ellen much fun thankfully spoke perfect english since french awful 100 recommend,"['neat', 'little', 'micro', 'brewery', 'bercy', 'village', 'strolled', 'village', 'stopped', 'drink', 'happy', 'hour', 'real', 'old', 'world', 'charm', 'great', 'drinks', 'obviously', 'great', 'beer', 'choices', 'like', 'blood', 'orange', 'spritz', 'waitress', 'ellen', 'much', 'fun', 'thankfully', 'spoke', 'perfect', 'english', 'since', 'french', 'awful', '100', 'recommend']",Neutro
France,The Frog at Bercy Village,Positive,Lovely place!,Apr 2024 •,Such a lovely place with nice drinks and a good vibe. The bartender Ellen was such a lovely lady and helped us really well! Definitely coming back to this place,160,lovely place nice drinks good vibe bartender ellen lovely lady helped us really well definitely coming back place,"['lovely', 'place', 'nice', 'drinks', 'good', 'vibe', 'bartender', 'ellen', 'lovely', 'lady', 'helped', 'us', 'really', 'well', 'definitely', 'coming', 'back', 'place']",Positivo
France,The Frog at Bercy Village,Positive,BRAVO Ellen!,Apr 2024 •,The service is very fast here even on a busy night. Went with a bunch of friends and our waiter Ellen made sure we had the best service even though we were a lot so special thanks to her. Their MOHO beer is great!,213,service fast even busy night went bunch friends waiter ellen made sure best service even though lot special thanks moho beer great,"['service', 'fast', 'even', 'busy', 'night', 'went', 'bunch', 'friends', 'waiter', 'ellen', 'made', 'sure', 'best', 'service', 'even', 'though', 'lot', 'special', 'thanks', 'moho', 'beer', 'great']",Muito Positivo
France,The Frog at Bercy Village,Positive,Great place,Apr 2024 •,"Had a great experience here! Food and service were very good. Can definitely recommend this place to go watch a game. Even though it was very busy, our host Ellen’s service was impeccable. Will definitely be back.",213,great experience food service good definitely recommend place go watch game even though busy host ellens service impeccable definitely back,"['great', 'experience', 'food', 'service', 'good', 'definitely', 'recommend', 'place', 'go', 'watch', 'game', 'even', 'though', 'busy', 'host', 'ellens', 'service', 'impeccable', 'definitely', 'back']",Positivo
France,The Frog at Bercy Village,Positive,Wonderful!,Apr 2024 •,What a great place to visit! The atmosphere was exciting as there was a football game shown on two big screens - France and Barcelona. The food was delicious and our host Ellen looked after us very well. Great service!,218,great place visit atmosphere exciting football game shown two big screens france barcelona food delicious host ellen looked us well great service,"['great', 'place', 'visit', 'atmosphere', 'exciting', 'football', 'game', 'shown', 'two', 'big', 'screens', 'france', 'barcelona', 'food', 'delicious', 'host', 'ellen', 'looked', 'us', 'well', 'great', 'service']",Positivo
France,The Frog at Bercy Village,Positive,I recommend,Apr 2024 •,"The service is really good,nice people, nice food and good beer. There is a great variety of food and drinks so everyone can find what they like.",145,service really goodnice people nice food good beer great variety food drinks everyone find like,"['service', 'really', 'goodnice', 'people', 'nice', 'food', 'good', 'beer', 'great', 'variety', 'food', 'drinks', 'everyone', 'find', 'like']",Positivo
France,The Frog at Bercy Village,Positive,Ojahwee provided exceptional service during my visit for a pint and some chana masala. The popadoms were crispy and deli,Apr 2024 •,"Ojahwee provided exceptional service during my visit for a pint and some chana masala. The popadoms were crispy and delicious! Ojashwee was also funny, attentive and very knowledgeable. My experience was made exceptional by her warm demeanor and excellent service. I would recommend this place to anyone!",304,ojahwee provided exceptional service visit pint chana masala popadoms crispy delicious ojashwee also funny attentive knowledgeable experience made exceptional warm demeanor excellent service would recommend place anyone,"['ojahwee', 'provided', 'exceptional', 'service', 'visit', 'pint', 'chana', 'masala', 'popadoms', 'crispy', 'delicious', 'ojashwee', 'also', 'funny', 'attentive', 'knowledgeable', 'experience', 'made', 'exceptional', 'warm', 'demeanor', 'excellent', 'service', 'would', 'recommend', 'place', 'anyone']",Muito Positivo
France,The Frog at Bercy Village,Positive,Great dinner,Apr 2024 •,"Had a great time at The Frog for dinner and drinks during happy hour! Ellen, our waitress, was fantastic and made sure we were taken care of.",141,great time frog dinner drinks happy hour ellen waitress fantastic made sure taken care,"['great', 'time', 'frog', 'dinner', 'drinks', 'happy', 'hour', 'ellen', 'waitress', 'fantastic', 'made', 'sure', 'taken', 'care']",Neutro
France,The Frog at Bercy Village,Positive,Super time at Frog - thanks Ellen!,Mar 2024 •,"Super spot for Happy Hour and snacks. We enjoyed a special time and we're so well attended to by Ellen!! Superb service Ellen, thanks for making our time special.",162,super spot happy hour snacks enjoyed special time well attended ellen superb service ellen thanks making time special,"['super', 'spot', 'happy', 'hour', 'snacks', 'enjoyed', 'special', 'time', 'well', 'attended', 'ellen', 'superb', 'service', 'ellen', 'thanks', 'making', 'time', 'special']",Positivo
France,The Frog at Bercy Village,Positive,Top bar,Mar 2024 •,Matthew was really nice to us. Good Guy. And the drinks wete also really nice. We come from belgium and we definetly come back,126,matthew really nice us good guy drinks wete also really nice come belgium definetly come back,"['matthew', 'really', 'nice', 'us', 'good', 'guy', 'drinks', 'wete', 'also', 'really', 'nice', 'come', 'belgium', 'definetly', 'come', 'back']",Positivo
France,The Frog at Bercy Village,Positive,Great Customer Experience and vibes,Mar 2024 •,I had a lovely dinner at this restaurant it was my last night in France and the customer service in particular made my whole experience by a waiter called Ellen. A special mention about the bbq Ribs I was suprised how nice they were.,233,lovely dinner restaurant last night france customer service particular made whole experience waiter called ellen special mention bbq ribs suprised nice,"['lovely', 'dinner', 'restaurant', 'last', 'night', 'france', 'customer', 'service', 'particular', 'made', 'whole', 'experience', 'waiter', 'called', 'ellen', 'special', 'mention', 'bbq', 'ribs', 'suprised', 'nice']",Positivo
